"frame","timestamp","nose_x","nose_y","nose_z","nose_confidence","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_confidence","left_eye_x","left_eye_y","left_eye_z","left_eye_confidence","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_confidence","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_confidence","right_eye_x","right_eye_y","right_eye_z","right_eye_confidence","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_confidence","left_ear_x","left_ear_y","left_ear_z","left_ear_confidence","right_ear_x","right_ear_y","right_ear_z","right_ear_confidence","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_confidence","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_confidence","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_confidence","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_confidence","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_confidence","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_confidence","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_confidence","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_confidence","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_confidence","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_confidence","left_index_x","left_index_y","left_index_z","left_index_confidence","right_index_x","right_index_y","right_index_z","right_index_confidence","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_confidence","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_confidence","left_hip_x","left_hip_y","left_hip_z","left_hip_confidence","right_hip_x","right_hip_y","right_hip_z","right_hip_confidence","left_knee_x","left_knee_y","left_knee_z","left_knee_confidence","right_knee_x","right_knee_y","right_knee_z","right_knee_confidence","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_confidence","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_confidence","left_heel_x","left_heel_y","left_heel_z","left_heel_confidence","right_heel_x","right_heel_y","right_heel_z","right_heel_confidence","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_confidence","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_confidence"
"432","14.4000","0.50212","0.22725","0.00132","0.9681","0.48380","0.22055","-0.00541","0.9519","0.47927","0.22007","-0.00673","0.9874","0.47236","0.22135","0.00123","0.9360","0.51624","0.22415","0.00283","0.9534","0.52464","0.21696","0.00708","0.9507","0.53009","0.22124","0.00444","0.9517","0.46705","0.23269","0.00974","0.9453","0.53334","0.23371","0.01878","0.9481","0.49070","0.25641","0.00101","0.9821","0.50765","0.25647","0.00283","0.9788","0.42546","0.35550","-0.00538","0.9440","0.57427","0.35523","0.00235","0.9512","0.41521","0.46907","-0.05088","0.9939","0.58639","0.46922","-0.04715","0.9755","0.42592","0.55873","-0.08525","0.9950","0.57547","0.55831","-0.08189","0.9506","0.41683","0.57887","-0.09220","0.9431","0.58060","0.58180","-0.08573","0.9379","0.41615","0.57222","-0.09325","0.9392","0.58862","0.57580","-0.08530","0.9084","0.42708","0.57239","-0.08736","0.9685","0.57001","0.57396","-0.07985","0.9029","0.45433","0.58454","0.00193","0.9541","0.54667","0.58383","0.00724","0.9303","0.45344","0.71880","-0.03202","0.9423","0.54690","0.71670","-0.02527","0.9130","0.45442","0.91910","0.00138","0.9186","0.54427","0.91753","0.00851","0.9577","0.45422","0.93888","0.01977","0.9595","0.54380","0.94027","0.02671","0.9478","0.45429","0.95008","-0.02145","0.9552","0.54562","0.94949","-0.01328","0.9196"
"433","14.4333","0.50204","0.23700","0.00103","0.9510","0.48319","0.22774","-0.00468","0.9422","0.47541","0.22370","-0.00252","0.9744","0.47320","0.22795","-0.00223","0.9243","0.51633","0.22771","0.00272","0.9554","0.52451","0.22643","0.00551","0.9628","0.53180","0.23113","0.00074","0.9320","0.46530","0.23978","0.00428","0.9724","0.53425","0.24103","0.01366","0.9285","0.49151","0.26410","0.00028","0.9394","0.50856","0.26254","-0.00187","0.9413","0.42468","0.36168","-0.00824","0.9810","0.57690","0.36062","-0.00172","0.9084","0.41577","0.47239","-0.05725","0.9925","0.58578","0.47677","-0.05403","0.9510","0.42584","0.56095","-0.09459","0.9632","0.57688","0.55723","-0.08990","0.9637","0.41511","0.58330","-0.10257","0.9733","0.58866","0.57999","-0.09133","0.9345","0.41220","0.57637","-0.09938","0.9491","0.58423","0.57868","-0.09224","0.9181","0.42688","0.57557","-0.09339","0.9259","0.57107","0.57701","-0.08800","0.9433","0.45535","0.59346","0.00137","0.9609","0.54587","0.59423","0.00578","0.9401","0.45013","0.71822","-0.03365","0.9521","0.54597","0.71665","-0.02997","0.9299","0.45464","0.91991","0.00218","0.9454","0.54659","0.91922","0.00842","0.9341","0.45519","0.93680","0.01871","0.9363","0.54570","0.94244","0.02362","0.9434","0.45540","0.94615","-0.02367","0.9679","0.54437","0.95232","-0.01444","0.9369"
"434","14.4667","0.49668","0.24746","0.00030","0.9209","0.48345","0.23397","-0.00539","0.9459","0.47653","0.23488","-0.00506","0.9520","0.47114","0.23859","-0.00605","0.9669","0.51708","0.23548","0.00162","0.9758","0.52267","0.23494","0.00256","0.9102","0.52945","0.23763","-0.00007","0.9601","0.46615","0.24592","0.00356","0.9827","0.53292","0.24809","0.00760","0.9258","0.49021","0.27191","-0.00196","0.9398","0.51286","0.27378","-0.00548","0.9598","0.42521","0.37106","-0.01012","0.9761","0.57354","0.37058","-0.00245","0.9266","0.41266","0.47915","-0.06015","0.9815","0.58409","0.48059","-0.05228","0.9312","0.42384","0.56318","-0.10306","0.9710","0.57387","0.56476","-0.09485","0.9331","0.41886","0.58761","-0.10848","0.9612","0.58406","0.58145","-0.09892","0.9266","0.41511","0.58323","-0.10524","0.9275","0.58912","0.58021","-0.09785","0.8931","0.42744","0.57941","-0.09832","0.9887","0.57113","0.58278","-0.09251","0.9194","0.45484","0.60548","-0.00074","0.9259","0.54769","0.60342","0.00524","0.9392","0.45262","0.71692","-0.04271","0.9710","0.54777","0.72095","-0.03624","0.9712","0.45462","0.92054","0.00266","0.9304","0.54477","0.92099","0.00806","0.9598","0.45881","0.94164","0.01896","0.9742","0.54370","0.93868","0.02726","0.9752","0.45345","0.94735","-0.02226","0.9583","0.54325","0.94944","-0.01545","0.9452"
"435","14.5000","0.49679","0.24733","-0.00126","0.9624","0.48452","0.23535","-0.00533","0.9265","0.47566","0.23566","-0.00384","0.9571","0.47335","0.23847","-0.00708","0.9644","0.51589","0.23589","0.00017","0.9688","0.52316","0.23475","0.00199","0.9227","0.52788","0.23471","0.00139","0.9346","0.46556","0.24777","0.00351","0.9705","0.53519","0.24913","0.01099","0.9321","0.49112","0.27129","-0.00169","0.9549","0.51108","0.27210","-0.00165","0.9782","0.42446","0.37206","-0.01080","0.9741","0.57395","0.37169","-0.00291","0.9176","0.41257","0.48059","-0.06084","0.9950","0.58531","0.48168","-0.05182","0.9717","0.42574","0.56212","-0.10313","0.9882","0.57554","0.56489","-0.09378","0.9504","0.41734","0.58593","-0.10648","0.9547","0.58241","0.58154","-0.10011","0.9314","0.41567","0.58289","-0.10376","0.9308","0.58999","0.57940","-0.09753","0.9265","0.42780","0.57993","-0.09967","0.9521","0.57416","0.58456","-0.09294","0.9174","0.45455","0.60414","-0.00161","0.9439","0.54579","0.60475","0.00610","0.9509","0.45139","0.71940","-0.04356","0.9640","0.54816","0.71962","-0.03443","0.9592","0.45495","0.91931","0.00292","0.9257","0.54481","0.92076","0.00734","0.9407","0.45778","0.94297","0.01914","0.9576","0.54568","0.93983","0.02639","0.9614","0.45330","0.94649","-0.02058","0.9581","0.54351","0.94736","-0.01470","0.9301"
"436","14.5333","0.49900","0.25620","-0.00537","0.9413","0.48317","0.24325","-0.00470","0.9737","0.47811","0.23962","-0.00715","0.9606","0.47110","0.24231","-0.00702","0.9705","0.52055","0.24386","0.00040","0.9470","0.52235","0.23907","-0.00042","0.9227","0.52879","0.24290","-0.00084","0.9739","0.46553","0.25601","0.00422","0.9625","0.53457","0.25333","0.01092","0.9302","0.48905","0.27688","-0.00260","0.9414","0.51170","0.27648","-0.00094","0.9413","0.42400","0.37855","-0.01158","0.9450","0.57553","0.37569","-0.00491","0.9284","0.41580","0.48588","-0.06531","0.9455","0.58524","0.48537","-0.05779","0.9849","0.42555","0.56479","-0.10538","0.9697","0.57930","0.57050","-0.10003","0.9530","0.41556","0.58599","-0.11194","0.9497","0.58486","0.58674","-0.10616","0.9638","0.41153","0.58349","-0.11026","0.9654","0.58669","0.57984","-0.10676","0.9250","0.42853","0.58175","-0.10723","0.9835","0.56921","0.58176","-0.10061","0.9560","0.45644","0.60927","0.00180","0.9412","0.54703","0.61023","0.00477","0.9341","0.45116","0.71975","-0.04395","0.9556","0.55425","0.72123","-0.03715","0.9627","0.45793","0.92061","0.00085","0.9591","0.54605","0.92012","0.00704","0.9229","0.45499","0.93782","0.01557","0.9712","0.54209","0.93877","0.02243","0.9034","0.45672","0.94759","-0.02492","0.9177","0.54432","0.94845","-0.01753","0.9509"
"437","14.5667","0.50127","0.25857","-0.00831","0.9307","0.48418","0.25193","-0.00776","0.9922","0.47392","0.25086","-0.00930","0.9560","0.47030","0.25410","-0.00618","0.9305","0.51884","0.24785","-0.00075","0.9470","0.52145","0.24720","0.00211","0.9173","0.52809","0.25190","-0.00289","0.9152","0.46215","0.25613","0.00103","0.9606","0.53334","0.26009","0.00768","0.9538","0.49074","0.28135","-0.00423","0.9672","0.51191","0.28320","-0.00584","0.9448","0.42345","0.38316","-0.01015","0.9711","0.57622","0.38423","-0.00331","0.9490","0.41467","0.48850","-0.06892","0.9501","0.58417","0.49252","-0.05966","0.9253","0.42575","0.56940","-0.11275","0.9405","0.57616","0.57191","-0.10701","0.9427","0.41959","0.58961","-0.11564","0.9950","0.58558","0.58644","-0.10753","0.9540","0.41219","0.58756","-0.11713","0.9365","0.58806","0.58438","-0.10819","0.9588","0.42977","0.58403","-0.11059","0.9411","0.57568","0.58649","-0.10480","0.9589","0.45667","0.61993","0.00208","0.9540","0.54423","0.61860","0.01065","0.9523","0.45305","0.72114","-0.04515","0.9638","0.54872","0.71849","-0.04040","0.9419","0.45629","0.91885","0.00260","0.9256","0.54267","0.91898","0.00824","0.9128","0.45459","0.93868","0.01990","0.9762","0.54375","0.93894","0.02555","0.9595","0.45638","0.95184","-0.02301","0.9304","0.54263","0.94963","-0.01420","0.9499"
"438","14.6000","0.49941","0.26512","-0.00880","0.9625","0.48440","0.25418","-0.00886","0.9372","0.47503","0.25381","-0.00847","0.9417","0.46830","0.25262","-0.00750","0.9669","0.51613","0.25536","-0.00239","0.9560","0.52471","0.25263","-0.00464","0.9186","0.53109","0.25715","-0.00232","0.9599","0.46710","0.26709","-0.00033","0.9513","0.53509","0.26641","0.00800","0.9432","0.48963","0.28856","-0.00941","0.9600","0.51262","0.28932","-0.00620","0.9811","0.42793","0.39274","-0.01436","0.9629","0.57910","0.38980","-0.00894","0.9399","0.41913","0.49963","-0.06974","0.9535","0.58616","0.49302","-0.06521","0.9389","0.42461","0.57563","-0.11774","0.9733","0.57688","0.57213","-0.11370","0.9333","0.41795","0.58953","-0.11994","0.9548","0.58496","0.59291","-0.11397","0.9459","0.41393","0.58593","-0.12293","0.9395","0.58759","0.58682","-0.11364","0.9544","0.42958","0.58363","-0.12265","0.9262","0.57178","0.58437","-0.10852","0.9825","0.45786","0.62614","0.00347","0.9270","0.54412","0.62700","0.01248","0.9508","0.45103","0.71897","-0.05205","0.9562","0.54910","0.71954","-0.04678","0.9431","0.45565","0.91950","0.00534","0.9708","0.54516","0.91609","0.00913","0.9235","0.45482","0.93982","0.01669","0.9727","0.54549","0.93813","0.02053","0.9341","0.45738","0.94759","-0.02502","0.9649","0.54451","0.94689","-0.01321","0.9476"
"439","14.6333","0.49927","0.26704","-0.00735","0.9556","0.48545","0.25226","-0.00829","0.9424","0.47679","0.25540","-0.00865","0.9593","0.46819","0.25434","-0.00960","0.9423","0.51691","0.25529","-0.00421","0.9744","0.52427","0.25248","-0.00262","0.9456","0.53162","0.25595","-0.00122","0.9518","0.46771","0.26677","-0.00086","0.9505","0.53526","0.26591","0.00703","0.9261","0.48894","0.28906","-0.00742","0.9556","0.51234","0.29139","-0.00486","0.9761","0.42701","0.39228","-0.01581","0.9583","0.57740","0.38963","-0.00768","0.9517","0.41724","0.49937","-0.07148","0.9494","0.58683","0.49247","-0.06446","0.9347","0.42500","0.57327","-0.11603","0.9854","0.57620","0.57217","-0.11397","0.9360","0.41693","0.59006","-0.12125","0.9582","0.58448","0.59372","-0.11424","0.9676","0.41384","0.58641","-0.12307","0.9557","0.58829","0.58801","-0.11404","0.9445","0.42872","0.58484","-0.12041","0.9228","0.57113","0.58535","-0.11062","0.9610","0.45886","0.62610","0.00327","0.9398","0.54594","0.62665","0.01286","0.9664","0.45231","0.71994","-0.05131","0.9755","0.54894","0.72036","-0.04338","0.9571","0.45540","0.91790","0.00302","0.9930","0.54457","0.91775","0.00990","0.9349","0.45452","0.94133","0.01704","0.9589","0.54706","0.93957","0.02178","0.9622","0.45825","0.95123","-0.02350","0.9465","0.54428","0.94873","-0.01296","0.9336"
"440","14.6667","0.49918","0.27142","-0.00378","0.9503","0.48286","0.25979","-0.00927","0.9717","0.47593","0.25964","-0.01417","0.9652","0.47348","0.26454","-0.00954","0.9676","0.51618","0.26055","-0.00287","0.9577","0.52323","0.26017","-0.00240","0.9324","0.52942","0.26060","-0.00323","0.9093","0.46883","0.27282","-0.00346","0.9715","0.53849","0.26886","0.00744","0.9661","0.49053","0.29876","-0.00768","0.9857","0.51067","0.29499","-0.00711","0.9242","0.42700","0.39633","-0.01404","0.9617","0.57522","0.39905","-0.01011","0.9365","0.41228","0.50231","-0.07511","0.9778","0.58341","0.49981","-0.06869","0.9391","0.42362","0.57560","-0.12369","0.9291","0.57619","0.57657","-0.11502","0.9306","0.41852","0.59496","-0.12821","0.9516","0.58244","0.59384","-0.11827","0.9532","0.41299","0.59126","-0.12745","0.9950","0.58872","0.58763","-0.11939","0.9731","0.42696","0.58931","-0.11944","0.9320","0.57055","0.58925","-0.11483","0.9519","0.45412","0.63098","0.00261","0.9922","0.54559","0.63210","0.01014","0.9404","0.45010","0.72017","-0.05211","0.9788","0.54895","0.71710","-0.04614","0.9488","0.45454","0.91984","0.00048","0.9529","0.54640","0.91794","0.00994","0.9444","0.45536","0.94011","0.01696","0.9664","0.54644","0.93721","0.01987","0.9029","0.45769","0.94538","-0.02025","0.9619","0.54557","0.94831","-0.01760","0.9652"
"441","14.7000","0.50225","0.27878","-0.00925","0.9529","0.48514","0.26573","-0.01192","0.9535","0.47681","0.26121","-0.01419","0.9735","0.47145","0.26386","-0.01232","0.9489","0.52053","0.26525","-0.00429","0.9366","0.52208","0.26356","-0.00154","0.9404","0.53175","0.26703","-0.00368","0.9494","0.46833","0.27331","0.00043","0.9950","0.53800","0.27821","0.00648","0.9364","0.49055","0.29967","-0.00733","0.9472","0.51188","0.29911","-0.00480","0.9594","0.42661","0.39938","-0.01311","0.9707","0.57918","0.39743","-0.01034","0.9281","0.41711","0.50159","-0.07829","0.9641","0.58679","0.50435","-0.07171","0.9792","0.42234","0.57668","-0.12687","0.9553","0.57378","0.57553","-0.12192","0.9180","0.41815","0.59594","-0.13081","0.9701","0.58371","0.59673","-0.12055","0.9668","0.41539","0.59065","-0.12974","0.9675","0.59029","0.59091","-0.12507","0.9070","0.42788","0.59171","-0.12699","0.9675","0.57006","0.59042","-0.11728","0.9130","0.45979","0.63803","0.00006","0.9429","0.54743","0.63733","0.00967","0.9403","0.45016","0.71975","-0.05933","0.9513","0.55020","0.71894","-0.04924","0.9274","0.45601","0.91948","0.00219","0.9665","0.54376","0.92055","0.00943","0.9327","0.45602","0.93842","0.02091","0.9663","0.54495","0.93829","0.02620","0.9745","0.45862","0.94789","-0.02333","0.9699","0.54439","0.94853","-0.01397","0.9288"
"442","14.7333","0.50109","0.28129","-0.00512","0.9288","0.48376","0.26849","-0.01422","0.9872","0.47743","0.26607","-0.01536","0.9690","0.47101","0.26846","-0.01164","0.9670","0.51877","0.27120","-0.00751","0.9590","0.52520","0.26786","-0.00709","0.9492","0.52763","0.26691","-0.00611","0.9699","0.46826","0.28021","-0.00277","0.9361","0.53504","0.27588","0.00558","0.9070","0.49233","0.30388","-0.00884","0.9357","0.51023","0.30438","-0.00688","0.9533","0.42592","0.40170","-0.01543","0.9683","0.57726","0.40427","-0.00998","0.9363","0.41719","0.50283","-0.08347","0.9326","0.58650","0.50477","-0.07336","0.9292","0.42553","0.57799","-0.12735","0.9628","0.57609","0.57655","-0.12356","0.9461","0.41558","0.59921","-0.13245","0.9847","0.58438","0.59622","-0.12728","0.9272","0.41531","0.59360","-0.13218","0.9737","0.58709","0.59227","-0.12515","0.9467","0.43015","0.59187","-0.12752","0.9387","0.56953","0.58888","-0.11961","0.9708","0.45472","0.64063","0.00034","0.9763","0.54839","0.64685","0.00864","0.9354","0.44897","0.71737","-0.06228","0.9087","0.54708","0.71852","-0.05291","0.9415","0.45689","0.91959","0.00207","0.9464","0.54795","0.92229","0.00822","0.9430","0.45461","0.93485","0.01917","0.9561","0.54616","0.94143","0.02523","0.9321","0.45586","0.95004","-0.02376","0.9587","0.54469","0.94986","-0.01910","0.8774"
"443","14.7667","0.50270","0.28186","-0.00882","0.9450","0.48350","0.26874","-0.01049","0.9592","0.47882","0.27085","-0.01193","0.9556","0.47310","0.27400","-0.01228","0.9226","0.52121","0.27389","-0.00500","0.9591","0.52486","0.26946","-0.00535","0.9190","0.52794","0.27100","-0.00783","0.9272","0.46696","0.27981","-0.00461","0.9446","0.53769","0.28245","0.00370","0.9826","0.48897","0.30726","-0.01026","0.9578","0.51480","0.31239","-0.00720","0.9187","0.42614","0.40761","-0.01698","0.9728","0.57822","0.40667","-0.00953","0.9613","0.41533","0.50695","-0.08050","0.9417","0.58806","0.50595","-0.07495","0.9543","0.42470","0.58044","-0.13198","0.9639","0.57766","0.57574","-0.12740","0.9203","0.41909","0.59637","-0.13995","0.9677","0.58604","0.59641","-0.12852","0.9466","0.41360","0.59313","-0.13701","0.9950","0.58747","0.58973","-0.12713","0.9381","0.42960","0.59415","-0.13069","0.9534","0.57315","0.59345","-0.12304","0.9161","0.45858","0.64657","0.00202","0.9757","0.54511","0.64691","0.00593","0.9388","0.45417","0.71919","-0.06178","0.9563","0.54949","0.71839","-0.05435","0.9307","0.45807","0.91911","0.00140","0.9643","0.54622","0.91841","0.01089","0.9763","0.45737","0.93842","0.01675","0.9713","0.54621","0.93935","0.02470","0.9542","0.45805","0.94797","-0.02209","0.9291","0.54733","0.94877","-0.01520","0.9501"
"444","14.8000","0.50251","0.28002","-0.00955","0.9524","0.48437","0.26941","-0.01206","0.9823","0.48016","0.27117","-0.01296","0.9688","0.47383","0.27363","-0.01341","0.9239","0.51867","0.27421","-0.00450","0.9707","0.52486","0.26980","-0.00635","0.9138","0.52656","0.27153","-0.00856","0.9602","0.46813","0.28190","-0.00562","0.9252","0.53783","0.28376","0.00194","0.9629","0.48906","0.30641","-0.00887","0.9779","0.51323","0.31146","-0.00858","0.9461","0.42664","0.40964","-0.02052","0.9703","0.57702","0.40920","-0.01037","0.9664","0.41737","0.50970","-0.08044","0.9753","0.58778","0.50706","-0.07454","0.9410","0.42774","0.58093","-0.13121","0.9715","0.57654","0.57644","-0.12458","0.9277","0.42012","0.59755","-0.13913","0.9586","0.58818","0.59425","-0.12890","0.9409","0.41407","0.59307","-0.13620","0.9769","0.58664","0.59080","-0.13021","0.9216","0.43136","0.59307","-0.12818","0.9473","0.57315","0.59466","-0.12285","0.9239","0.45874","0.64765","0.00317","0.9674","0.54390","0.64637","0.00532","0.9038","0.45364","0.71921","-0.06218","0.9715","0.55005","0.72147","-0.05611","0.9608","0.45664","0.91832","0.00200","0.9733","0.54616","0.91896","0.00848","0.9519","0.45664","0.93711","0.01652","0.9833","0.54491","0.93904","0.02370","0.9334","0.45827","0.94716","-0.02296","0.9417","0.54669","0.94876","-0.01704","0.9702"
"445","14.8333","0.50026","0.28364","-0.01086","0.9928","0.48383","0.27339","-0.01239","0.9824","0.47908","0.27000","-0.01322","0.9540","0.47278","0.27401","-0.01158","0.9740","0.51686","0.27245","-0.00637","0.9410","0.52425","0.27237","-0.00636","0.9650","0.53041","0.27405","-0.00980","0.9198","0.46671","0.28127","-0.00081","0.9841","0.53768","0.28251","0.00299","0.9232","0.49189","0.30736","-0.00317","0.9447","0.51326","0.30859","-0.00754","0.9497","0.42674","0.40982","-0.01865","0.9660","0.57434","0.40732","-0.01532","0.9478","0.41562","0.50782","-0.08534","0.9676","0.58747","0.50590","-0.07801","0.9310","0.42582","0.57955","-0.13236","0.9789","0.57489","0.58214","-0.12618","0.9594","0.41968","0.59727","-0.14291","0.9827","0.58531","0.60215","-0.13244","0.9460","0.41477","0.59232","-0.13854","0.9588","0.58740","0.59388","-0.13193","0.9426","0.43117","0.59440","-0.13438","0.9778","0.57461","0.59392","-0.12624","0.9416","0.45658","0.64683","0.00418","0.9231","0.54656","0.64825","0.00534","0.9258","0.45288","0.71975","-0.06258","0.9950","0.55043","0.71913","-0.05631","0.9564","0.45708","0.92112","-0.00017","0.9718","0.54916","0.91798","0.01032","0.9543","0.45800","0.93965","0.01462","0.9686","0.54823","0.94105","0.02701","0.9034","0.45686","0.94802","-0.02596","0.9485","0.54391","0.94865","-0.01768","0.9569"
"446","14.8667","0.50276","0.28682","-0.00792","0.9573","0.48537","0.27625","-0.01542","0.9481","0.47720","0.27098","-0.01253","0.9650","0.47277","0.27220","-0.01291","0.9673","0.51465","0.27653","-0.00734","0.9550","0.52293","0.26866","-0.00924","0.9361","0.53015","0.27372","-0.00704","0.9308","0.46664","0.28413","-0.00180","0.9819","0.53560","0.28268","0.00523","0.9613","0.49118","0.30836","-0.01029","0.9189","0.51410","0.30958","-0.00687","0.9447","0.42718","0.41223","-0.01902","0.9419","0.57598","0.40819","-0.01157","0.9297","0.41670","0.50859","-0.08370","0.9697","0.58192","0.50894","-0.07575","0.9449","0.42626","0.57654","-0.13226","0.9422","0.57621","0.57990","-0.12271","0.9570","0.41788","0.60021","-0.13824","0.9639","0.58461","0.59779","-0.12796","0.9067","0.41318","0.59178","-0.13899","0.9483","0.58694","0.59465","-0.13092","0.9445","0.42726","0.59361","-0.13435","0.9711","0.57391","0.59363","-0.12956","0.9406","0.45728","0.65300","0.00079","0.9133","0.54340","0.64903","0.00813","0.8982","0.45450","0.72003","-0.06396","0.9650","0.55204","0.71735","-0.05392","0.9163","0.46078","0.91792","0.00344","0.9421","0.54600","0.91884","0.00931","0.9567","0.45673","0.94075","0.01575","0.9362","0.54604","0.93540","0.02327","0.9513","0.46001","0.94565","-0.02167","0.9481","0.54824","0.94445","-0.01754","0.9426"
"447","14.9000","0.50324","0.28100","-0.00865","0.9532","0.48736","0.27401","-0.01459","0.9237","0.47910","0.27145","-0.01153","0.9569","0.47266","0.27250","-0.01308","0.9773","0.51808","0.27223","-0.00664","0.9701","0.52375","0.27162","-0.00521","0.9203","0.53184","0.27279","-0.00516","0.9593","0.46528","0.28502","-0.00479","0.9686","0.53909","0.28392","0.00268","0.9552","0.49356","0.30879","-0.00716","0.9696","0.50993","0.30826","-0.00947","0.9950","0.42542","0.40717","-0.01778","0.9266","0.57900","0.40822","-0.01165","0.9365","0.41706","0.51332","-0.08195","0.9568","0.58801","0.50867","-0.07642","0.9469","0.42574","0.57957","-0.13480","0.9568","0.57648","0.57834","-0.12864","0.9576","0.41969","0.59607","-0.13460","0.9645","0.58430","0.59832","-0.12984","0.9482","0.41547","0.59127","-0.13865","0.8942","0.59201","0.59350","-0.12884","0.9461","0.42931","0.59459","-0.13510","0.9692","0.57338","0.59142","-0.12624","0.9099","0.45564","0.64985","0.00053","0.9565","0.54753","0.64608","0.00721","0.9167","0.45284","0.71943","-0.06131","0.9609","0.54899","0.71962","-0.05547","0.9581","0.45988","0.92095","0.00210","0.9651","0.54627","0.91749","0.01226","0.9174","0.45559","0.94036","0.01554","0.9532","0.54653","0.93555","0.02113","0.9610","0.45788","0.95375","-0.02135","0.9546","0.54489","0.94830","-0.01847","0.9505"
"448","14.9333","0.50473","0.28185","-0.00914","0.9466","0.48676","0.27354","-0.01320","0.9487","0.47782","0.27096","-0.01348","0.9627","0.47287","0.27193","-0.01292","0.9670","0.51924","0.27183","-0.00498","0.9853","0.52424","0.27245","-0.00694","0.9554","0.53217","0.27507","-0.00600","0.9506","0.46795","0.28310","-0.00350","0.9405","0.53977","0.28246","0.00393","0.9417","0.49164","0.30889","-0.00770","0.9780","0.51074","0.30951","-0.00890","0.9876","0.42604","0.40687","-0.01797","0.9111","0.57806","0.40882","-0.01152","0.9443","0.41783","0.51236","-0.08223","0.9555","0.58653","0.50833","-0.07542","0.9574","0.42660","0.58003","-0.13466","0.9641","0.57689","0.57737","-0.12990","0.9392","0.41883","0.59525","-0.13423","0.9521","0.58515","0.59798","-0.13151","0.9293","0.41562","0.59291","-0.13785","0.9382","0.59430","0.59493","-0.13023","0.9111","0.42981","0.59375","-0.13558","0.9689","0.57331","0.59113","-0.12580","0.9255","0.45559","0.64776","0.00045","0.9653","0.54740","0.64876","0.00643","0.9210","0.45154","0.71790","-0.06207","0.9416","0.55021","0.72067","-0.05511","0.9534","0.46010","0.92040","0.00110","0.9549","0.54838","0.91799","0.01154","0.9382","0.45603","0.94201","0.01580","0.9537","0.54570","0.93503","0.02263","0.9526","0.45711","0.95263","-0.02326","0.9500","0.54397","0.94785","-0.01721","0.9538"
